UKPRN,Institution name,Main panel,UOA number,UOA name,Multiple submission name,Joint submission,Income source,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2013-2020 (total),2013-2020 (avg),Region
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,B,12,Engineering,,,Research<br>councils,0,0,0,0,0,0,87020,87020,12431.43,Scotland
10007783,University of Aberdeen,B,12,Engineering,,,Total income,0,0,0,0,0,0,87020,87020,12431.43,Scotland
10007783,University of Aberdeen,C,15,Archaeology,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,15,Archaeology,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,17,Business and Management Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,17,Business and Management Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,18,Law,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,18,Law,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,19,Politics and International Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,19,Politics and International Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,21,Sociology,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,21,Sociology,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,23,Education,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,C,23,Education,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,27,English Language and Literature,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,27,English Language and Literature,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,28,History,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,28,History,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,30,Philosophy,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,30,Philosophy,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,B,12,Engineering,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,B,12,Engineering,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,C,18,Law,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,C,18,Law,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,C,21,Sociology,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,C,21,Sociology,,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Scotland
10007849,Abertay University,D,32,"Art and Design: History, Practice and Theory",,,Total income,0,0,0,0,0,0,0,0,0.0,Scotland
10007856,Aberystwyth University / Prifysgol Aberystwyth,A,4,"Psychology, Psychiatry and Neuroscience",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,A,4,"Psychology, Psychiatry and Neuroscience",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,A,4,"Psychology, Psychiatry and Neuroscience",,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,A,6,"Agriculture, Food and Veterinary Sciences",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,A,6,"Agriculture, Food and Veterinary Sciences",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,A,6,"Agriculture, Food and Veterinary Sciences",,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,B,9,Physics,,,Research<br>councils,55350,74865,48495,21284,186228,0,0,386222,55174.57,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,B,9,Physics,,,Total income,55350,74865,48495,21284,186228,0,0,386222,55174.57,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,B,10,Mathematical Sciences,,,Research<br>councils,0,0,0,0,0,0,4200000,4200000,600000.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,B,10,Mathematical Sciences,,,Total income,0,0,0,0,0,0,4200000,4200000,600000.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,B,11,Computer Science and Informatics,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,B,11,Computer Science and Informatics,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,C,14,Geography and Environmental Studies,,,Research<br>councils,0,10171,56882,0,0,0,0,67053,9579.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,C,14,Geography and Environmental Studies,,,Total income,0,10171,56882,0,0,0,0,67053,9579.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,C,17,Business and Management Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,C,17,Business and Management Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,C,18,Law,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,C,18,Law,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,C,19,Politics and International Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,C,19,Politics and International Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,D,26,Modern Languages and Linguistics,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,D,26,Modern Languages and Linguistics,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,D,27,English Language and Literature,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,D,27,English Language and Literature,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,D,28,History,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,D,28,History,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,D,32,"Art and Design: History, Practice and Theory",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,D,32,"Art and Design: History, Practice and Theory",,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007856,Aberystwyth University / Prifysgol Aberystwyth,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10000163,AECC University College,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10000163,AECC University College,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,South West
10000163,AECC University College,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10000291,Anglia Ruskin University Higher Education Corporation,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,A,4,"Psychology, Psychiatry and Neuroscience",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,A,4,"Psychology, Psychiatry and Neuroscience",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,A,4,"Psychology, Psychiatry and Neuroscience",,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,B,12,Engineering,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,B,12,Engineering,,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,13,"Architecture, Built Environment and Planning",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,13,"Architecture, Built Environment and Planning",,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,14,Geography and Environmental Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,14,Geography and Environmental Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,17,Business and Management Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,17,Business and Management Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,18,Law,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,18,Law,,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,20,Social Work and Social Policy,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,20,Social Work and Social Policy,,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,21,Sociology,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,21,Sociology,,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,23,Education,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,23,Education,,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,D,27,English Language and Literature,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,D,27,English Language and Literature,,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,D,28,History,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,D,28,History,,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,D,32,"Art and Design: History, Practice and Theory",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,D,32,"Art and Design: History, Practice and Theory",,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,East of England
10000291,Anglia Ruskin University Higher Education Corporation,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,Total income,0,0,0,0,0,0,0,0,0.0,East of England
10000385,"Arts University Bournemouth, the",D,32,"Art and Design: History, Practice and Theory",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10000385,"Arts University Bournemouth, the",D,32,"Art and Design: History, Practice and Theory",,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10000385,"Arts University Bournemouth, the",D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10000385,"Arts University Bournemouth, the",D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10007162,"University of the Arts, London",D,32,"Art and Design: History, Practice and Theory",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,London
10007162,"University of the Arts, London",D,32,"Art and Design: History, Practice and Theory",,,Total income,0,0,0,0,0,0,0,0,0.0,London
10007759,Aston University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Research<br>councils,0,0,0,51644,0,0,0,51644,7377.71,West Midlands
10007759,Aston University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,West Midlands
10007759,Aston University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Total income,0,0,0,51644,0,0,0,51644,7377.71,West Midlands
10007759,Aston University,B,11,Computer Science and Informatics,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,West Midlands
10007759,Aston University,B,11,Computer Science and Informatics,,,Total income,0,0,0,0,0,0,0,0,0.0,West Midlands
10007759,Aston University,B,12,Engineering,,,Research<br>councils,351254,575723,722741,224642,373043,0,115552,2362955,337565.0,West Midlands
10007759,Aston University,B,12,Engineering,,,Total income,351254,575723,722741,224642,373043,0,115552,2362955,337565.0,West Midlands
10007759,Aston University,C,17,Business and Management Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,West Midlands
10007759,Aston University,C,17,Business and Management Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,West Midlands
10007759,Aston University,C,21,Sociology,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,West Midlands
10007759,Aston University,C,21,Sociology,,,Total income,0,0,0,0,0,0,0,0,0.0,West Midlands
10007759,Aston University,D,25,Area Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,West Midlands
10007759,Aston University,D,25,Area Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,West Midlands
10007759,Aston University,D,26,Modern Languages and Linguistics,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,West Midlands
10007759,Aston University,D,26,Modern Languages and Linguistics,,,Total income,0,0,0,0,0,0,0,0,0.0,West Midlands
10007857,Bangor University / Prifysgol Bangor,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,A,4,"Psychology, Psychiatry and Neuroscience",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,A,4,"Psychology, Psychiatry and Neuroscience",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,A,4,"Psychology, Psychiatry and Neuroscience",,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,B,7,Earth Systems and Environmental Sciences,,,Research<br>councils,18450,40649,60698,23794,13847,685,0,158123,22589.0,Wales
10007857,Bangor University / Prifysgol Bangor,B,7,Earth Systems and Environmental Sciences,,,Total income,18450,40649,60698,23794,13847,685,0,158123,22589.0,Wales
10007857,Bangor University / Prifysgol Bangor,B,12,Engineering,,,Research<br>councils,0,54198,0,0,114480,0,0,168678,24096.86,Wales
10007857,Bangor University / Prifysgol Bangor,B,12,Engineering,,,Total income,0,54198,0,0,114480,0,0,168678,24096.86,Wales
10007857,Bangor University / Prifysgol Bangor,C,17,Business and Management Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,C,17,Business and Management Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,C,21,Sociology,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,C,21,Sociology,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,D,26,Modern Languages and Linguistics,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,D,26,Modern Languages and Linguistics,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,D,27,English Language and Literature,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,Wales
10007857,Bangor University / Prifysgol Bangor,D,27,English Language and Literature,,,Total income,0,0,0,0,0,0,0,0,0.0,Wales
10007850,The University of Bath,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,A,4,"Psychology, Psychiatry and Neuroscience",,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,A,4,"Psychology, Psychiatry and Neuroscience",,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,A,4,"Psychology, Psychiatry and Neuroscience",,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,A,5,Biological Sciences,,,Research<br>councils,43760,0,0,22076,0,0,0,65836,9405.14,South West
10007850,The University of Bath,A,5,Biological Sciences,,,Health research<br>funding bodies,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,A,5,Biological Sciences,,,Total income,43760,0,0,22076,0,0,0,65836,9405.14,South West
10007850,The University of Bath,B,8,Chemistry,,,Research<br>councils,1916378,1777940,2082835,2148553,2136068,1556057,1080348,12698179,1814025.57,South West
10007850,The University of Bath,B,8,Chemistry,,,Total income,1916378,1777940,2082835,2148553,2136068,1556057,1080348,12698179,1814025.57,South West
10007850,The University of Bath,B,9,Physics,,,Research<br>councils,444947,821411,683937,549781,57240,1159469,775809,4492594,641799.14,South West
10007850,The University of Bath,B,9,Physics,,,Total income,444947,821411,683937,549781,57240,1159469,775809,4492594,641799.14,South West
10007850,The University of Bath,B,10,Mathematical Sciences,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,B,10,Mathematical Sciences,,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,B,11,Computer Science and Informatics,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,B,11,Computer Science and Informatics,,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,B,12,Engineering,,,Research<br>councils,0,111919,3008,12510,8547130,8574668,8842953,26092188,3727455.43,South West
10007850,The University of Bath,B,12,Engineering,,,Total income,0,111919,3008,12510,8547130,8574668,8842953,26092188,3727455.43,South West
10007850,The University of Bath,C,16,Economics and Econometrics,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,C,16,Economics and Econometrics,,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,C,17,Business and Management Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,C,17,Business and Management Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,C,19,Politics and International Studies,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,C,19,Politics and International Studies,,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,C,20,Social Work and Social Policy,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,C,20,Social Work and Social Policy,,,Total income,0,0,0,0,0,0,0,0,0.0,South West
10007850,The University of Bath,C,23,Education,,,Research<br>councils,0,0,0,0,0,0,0,0,0.0,South West
